agent_id, n_trial, n_agents, iters, cost
1,None,3,7,1347.4516898633851,
0,None,3,7,934.033033612558,
2,None,3,7,359.1551592478217,
0,None,3,8,952.9879901123611,
2,None,3,8,370.9528304042344,
1,None,3,8,1373.3780983711908,
0,None,3,9,965.8171887438994,
2,None,3,9,378.8293684419029,
1,None,3,9,1390.7081358233909,
1,None,3,10,1402.3101899966623,
2,None,3,10,384.070798272084,
0,None,3,10,974.4533089677858,
0,None,3,11,980.2464978911491,
1,None,3,11,1410.070011664131,
2,None,3,11,387.5525403271654,
0,None,3,12,984.1236563109171,
1,None,3,12,1415.2549799536005,
2,None,3,12,389.86339391041463,
1,None,3,13,1418.7162375387384,
0,None,3,13,986.7149653426047,
2,None,3,13,391.3966502883127,
2,None,3,14,392.41398174631956,
0,None,3,14,988.4450934750125,
1,None,3,14,1421.025376914433,
1,None,3,15,1422.5652909596802,
2,None,3,15,393.089120242679,
0,None,3,15,989.5995238295113,
1,None,3,16,1423.5919850865394,
0,None,3,16,990.3695115211456,
2,None,3,16,393.53729276759407,
0,None,3,17,990.8829511564522,
2,None,3,17,393.83489454642756,
1,None,3,17,1424.2764118492591,
1,None,3,18,1424.7326389297943,
0,None,3,18,991.2252660141374,
2,None,3,18,394.03257598926564,
0,None,3,1,410.9063770655128,
2,None,3,1,67.46416070480021,
1,None,3,1,859.485210386452,
0,None,3,2,513.8569727893458,
1,None,3,2,1030.215937547576,
2,None,3,2,143.5316828834906,
0,None,3,3,611.0305442818149,
2,None,3,3,212.06207040214977,
1,None,3,3,1176.5294985340431,
1,None,3,4,1291.2865137606257,
0,None,3,4,688.5250797147744,
2,None,3,4,264.81257171309016,
1,None,3,5,1375.6411869185017,
2,None,3,5,302.7700059061351,
0,None,3,5,745.7775943626509,
1,None,3,6,1435.8124441320033,
2,None,3,6,329.1596126301127,
0,None,3,6,786.4726237842056,
1,None,3,7,1477.0213384254555,
2,None,3,7,347.1597016313607,
0,None,3,7,814.559603758772,
1,None,3,8,1505.0503650676508,
0,None,3,8,833.8971856463561,
2,None,3,8,359.3021713431725,
0,None,3,9,847.0083348210658,
1,None,3,9,1523.9696641113378,
2,None,3,9,367.4398512923987,
1,None,3,10,1536.7002216846072,
2,None,3,10,372.87261522235644,
0,None,3,10,855.8090391765488,
2,None,3,11,376.49150018553075,
0,None,3,11,861.7553107797473,
1,None,3,11,1545.2419487663774,
2,None,3,12,378.89916634029305,
1,None,3,12,1550.9623431641985,
0,None,3,12,865.6926858590457,
2,None,3,13,380.50001913418777,
0,None,3,13,868.2936644923172,
1,None,3,13,1554.7863511530236,
0,None,3,14,870.0438185022638,
1,None,3,14,1557.3403750328055,
2,None,3,14,381.56416584341423,
1,None,3,15,1559.0457051200835,
2,None,3,15,382.2715282903114,
0,None,3,15,871.2009001714794,
1,None,3,16,1560.183784802122,
0,None,3,16,871.9701709037895,
2,None,3,16,382.74177612609157,
1,None,3,17,1560.9431751305096,
2,None,3,17,383.0544444965382,
0,None,3,17,872.4824152917572,
1,None,3,18,1561.4498471906309,
0,None,3,18,872.8236656965478,
2,None,3,18,383.2623785139991,
0,None,3,1,317.261135932005,
2,None,3,1,61.33854944838938,
1,None,3,1,919.8009480420973,
1,None,3,2,1075.6861700227382,
0,None,3,2,420.6244550991764,
2,None,3,2,136.15959244424394,
1,None,3,3,1228.4262919750038,
0,None,3,3,518.1020001633401,
2,None,3,3,204.39766022036127,
1,None,3,4,1345.6314218942728,
2,None,3,4,257.41061507376185,
0,None,3,4,595.720288695782,
1,None,3,5,1430.1353839642238,
2,None,3,5,295.8362929500622,
0,None,3,5,652.4729653163324,
0,None,3,6,692.5268286876235,
1,None,3,6,1488.4787424262663,
2,None,3,6,322.7089022057129,
1,None,3,7,1528.4046253836211,
0,None,3,7,720.2740989427525,
2,None,3,7,341.1266004523202,
1,None,3,8,1555.5142751899557,
0,None,3,8,739.2506196787936,
2,None,3,8,353.6001168245596,
0,None,3,9,752.1175946626488,
1,None,3,9,1573.8058792197467,
2,None,3,9,361.98734599333153,
1,None,3,10,1586.0960223509396,
2,None,3,10,367.6023143692947,
0,None,3,10,760.7918650604531,
1,None,3,11,1594.3292060443196,
0,None,3,11,766.617616299187,
2,None,3,11,371.3514060217529,
1,None,3,12,1599.8326591445393,
0,None,3,12,770.5205244797678,
2,None,3,12,373.8507281460753,
0,None,3,13,773.130892404019,
1,None,3,13,1603.5062516633918,
2,None,3,13,375.51539888369314,
1,None,3,14,1605.9569426804192,
0,None,3,14,774.8748492525672,
2,None,3,14,376.623620918722,
0,None,3,15,776.0391095713991,
1,None,3,15,1607.5906213532794,
2,None,3,15,377.361236293948,
0,None,3,16,776.8159816506643,
2,None,3,16,377.85215062282674,
1,None,3,16,1608.6792691761416,
1,None,3,17,1609.4045735788775,
0,None,3,17,777.3341909950896,
2,None,3,17,378.1788839963755,
2,None,3,18,378.39636178978503,
1,None,3,18,1609.8877542716534,
0,None,3,18,777.679783164795,
2,None,3,1,56.647727129654726,
0,None,3,1,250.25829037584393,
1,None,3,1,843.7324038322033,
1,None,3,2,971.7969320186091,
2,None,3,2,130.9841778798971,
0,None,3,2,355.62644531048596,
1,None,3,3,1089.4575860319985,
2,None,3,3,199.39320886591366,
0,None,3,3,454.1697435140252,
1,None,3,4,1181.6670061679001,
0,None,3,4,532.6153346422614,
2,None,3,4,252.896481589889,
1,None,3,5,1249.3378512075465,
2,None,3,5,291.88074597535405,
0,None,3,5,590.3715724489844,
1,None,3,6,1297.3001179046084,
2,None,3,6,319.2575863979933,
0,None,3,6,630.9638345440836,
1,None,3,7,1330.2435777955222,
2,None,3,7,338.08398391232873,
0,None,3,7,658.8187327559262,
1,None,3,8,1352.6017577801117,
0,None,3,8,677.6440308586716,
2,None,3,8,350.8693624856087,
1,None,3,9,1367.665360857026,
2,None,3,9,359.4858327890792,
0,None,3,9,690.9818164366495,
1,None,3,10,1377.7683274897236,
2,None,3,10,365.26521049860906,
0,None,3,10,699.5408685122169,
1,None,3,11,1384.5250226499136,
2,None,3,11,369.13023091740894,
0,None,3,11,705.2058729323236,
1,None,3,12,1389.035781062521,
2,None,3,12,371.7103143941322,
0,None,3,12,709.5069535308336,
1,None,3,13,1392.0438659793867,
2,None,3,13,373.4307510840509,
0,None,3,13,711.9334872613833,
1,None,3,14,1394.048538231049,
0,None,3,14,713.5162349636328,
2,None,3,14,374.5772250458154,
1,None,3,15,1395.3839881755548,
2,None,3,15,375.3409462961993,
0,None,3,15,715.0591644169506,
1,None,3,16,1396.273431664437,
0,None,3,16,715.6333911904235,
2,None,3,16,375.84960731988036,
1,None,3,17,1396.8657615445254,
0,None,3,17,715.9907039460151,
2,None,3,17,376.188367643381,
0,None,3,18,716.7097895752058,
2,None,3,18,376.41397610793257,
1,None,3,18,1397.260212552154,
2,None,3,1,53.05756661299146,
0,None,3,1,211.42864761272244,
1,None,3,1,863.3674212995173,
0,None,3,2,320.4708662901227,
1,None,3,2,979.4629154212782,
2,None,3,2,127.22648318525968,
1,None,3,3,1085.4040810818071,
2,None,3,3,195.9379094235055,
0,None,3,3,421.5208021539446,
0,None,3,4,501.5888714162094,
1,None,3,4,1169.3213601428486,
2,None,3,4,249.9456567694431,
1,None,3,5,1229.6686783525026,
0,None,3,5,560.3751275183408,
2,None,3,5,289.4492024220885,
0,None,3,6,601.8253014541558,
1,None,3,6,1271.5916486278222,
2,None,3,6,317.2750088860799,
0,None,3,7,630.5120039882413,
1,None,3,7,1300.238802955172,
2,None,3,7,336.4566890589993,
0,None,3,8,650.1093131150535,
1,None,3,8,1319.5072355178277,
2,None,3,8,349.5090406577867,
0,None,3,9,663.38328092425,
1,None,3,9,1332.3891158399474,
2,None,3,9,358.31966200208706,
0,None,3,10,672.3240509479242,
1,None,3,10,1342.5156037087713,
2,None,3,10,364.23717915013617,
0,None,3,11,678.3243101357034,
1,None,3,11,1348.290740944141,
2,None,3,11,368.1990057472186,
1,None,3,12,1352.0205444627672,
2,None,3,12,370.8461961565065,
0,None,3,12,682.3416226716247,
1,None,3,13,1354.4893244386863,
0,None,3,13,685.0271374539092,
2,None,3,13,372.6127820770157,
2,None,3,14,373.7908032364104,
0,None,3,14,686.8205496509987,
1,None,3,14,1356.134926381782,
0,None,3,15,688.0174193147855,
2,None,3,15,374.57599147023,
1,None,3,15,1357.2327952855528,
1,None,3,16,1357.9650176584714,
0,None,3,16,688.8158342554781,
2,None,3,16,375.09920846426206,
1,None,3,17,1358.453168547818,
0,None,3,17,689.348300178288,
2,None,3,17,375.44781119318816,
1,None,3,18,1358.7784960919157,
2,None,3,18,375.68006014219117,
0,None,3,18,689.7033423020932,
0,None,3,1,145.9710747054318,
2,None,3,1,50.309800832295075,
1,None,3,1,482.01708208523917,
2,None,3,2,124.49834590260609,
0,None,3,2,257.0445409177544,
1,None,3,2,604.9843471258982,
0,None,3,3,360.4097181448204,
2,None,3,3,193.5736656469046,
1,None,3,3,717.4691650600798,
1,None,3,4,805.5506642115752,
0,None,3,4,441.6462611416533,
2,None,3,4,248.07137179454682,
1,None,3,5,869.4810724606759,
0,None,3,5,500.935686824237,
2,None,3,5,288.0483025249485,
1,None,3,6,913.3801591573238,
0,None,3,6,543.1284822229048,
2,None,3,6,316.2711137786432,
2,None,3,7,335.7613620990918,
0,None,3,7,571.7456077754113,
1,None,3,7,943.3756614711024,
0,None,3,8,590.9506820929192,
1,None,3,8,963.6738148271927,
2,None,3,8,349.04284284151004,
1,None,3,9,977.3890032822007,
0,None,3,9,603.7943012698951,
2,None,3,9,358.01868901276396,
1,None,3,10,986.5963561950621,
2,None,3,10,364.0530208303554,
0,None,3,10,612.3672246648932,
1,None,3,11,992.7541537392193,
0,None,3,11,618.0831830591808,
2,None,3,11,368.0963063065634,
1,None,3,12,996.9103480796571,
0,None,3,12,621.8921398570242,
2,None,3,12,370.79974190269843,
1,None,3,13,999.6434049225646,
2,None,3,13,372.60488230938296,
0,None,3,13,624.4294857959214,
0,None,3,14,626.1194795397562,
1,None,3,14,1001.5003371910964,
2,None,3,14,373.8091877114332,
0,None,3,15,627.2450304772599,
1,None,3,15,1002.7437488722621,
2,None,3,15,374.61222057137843,
1,None,3,16,1003.5728890325317,
0,None,3,16,627.994654454181,
2,None,3,16,375.147513423265,
1,None,3,17,1004.124690177182,
0,None,3,17,628.4939207991641,
2,None,3,17,375.5042674829387,
0,None,3,18,628.8264557465011,
2,None,3,18,375.7420076159194,
1,None,3,18,1004.4450806003206,
2,None,3,1,48.354439842457566,
1,None,3,1,404.81207380503014,
0,None,3,1,119.22606887558564,
1,None,3,2,519.2426427116437,
2,None,3,2,122.87845786985298,
0,None,3,2,232.90338015243458,
0,None,3,3,337.0192064069656,
2,None,3,3,192.4953131759922,
1,None,3,3,623.7225659895821,
2,None,3,4,247.55043305646578,
1,None,3,4,704.4674495510559,
0,None,3,4,417.6806256988272,
1,None,3,5,762.6515012125172,
0,None,3,5,475.9708986485391,
2,None,3,5,288.00881427615104,
1,None,3,6,803.8847889534013,
2,None,3,6,316.611440949916,
0,None,3,6,516.7794277467036,
2,None,3,7,336.3858602800943,
1,None,3,7,831.1357181016327,
0,None,3,7,544.7060322604832,
2,None,3,8,349.8729893158445,
1,None,3,8,849.3877071702527,
0,None,3,8,563.5656314828583,
1,None,3,9,861.5912370401836,
2,None,3,9,358.9944255916052,
0,None,3,9,576.2303995614044,
1,None,3,10,869.7115473163049,
0,None,3,10,584.7068379641801,
2,None,3,10,365.1302924406802,
1,None,3,11,875.1260482863235,
2,None,3,11,369.2436441252947,
0,None,3,11,590.3688161236802,
1,None,3,12,878.4161055264874,
2,None,3,12,371.99506299742524,
0,None,3,12,594.1464148420898,
1,None,3,13,881.7677786931504,
2,None,3,13,373.83287964668824,
0,None,3,13,596.6650883947684,
2,None,3,14,375.05934375637673,
1,None,3,14,883.660031413293,
0,None,3,14,598.3437657291711,
0,None,3,15,599.4623802466926,
1,None,3,15,884.8364039267772,
2,None,3,15,375.87735487731135,
0,None,3,16,600.2077258297668,
2,None,3,16,376.4227472104371,
1,None,3,16,885.5945593891655,
1,None,3,1,334.2451485408585,
0,None,3,1,102.66696608144491,
2,None,3,1,46.955942927922365,
1,None,3,2,443.1332142159483,
0,None,3,2,214.4902511584882,
2,None,3,2,121.86092804317273,
1,None,3,3,539.1622643242126,
0,None,3,3,316.97903431553607,
2,None,3,3,191.99321414783813,
0,None,3,4,396.9449407151059,
1,None,3,4,611.8764414351126,
2,None,3,4,247.54857320579697,
0,None,3,5,454.9008150561032,
1,None,3,5,664.1248221451153,
2,None,3,5,288.42646314241733,
0,None,3,6,495.4392725968227,
1,None,3,6,700.5221390192737,
2,None,3,6,317.35421874750426,
0,None,3,7,523.2357209670738,
1,None,3,7,725.4108002788269,
2,None,3,7,337.36902371808117,
0,None,3,8,542.0730728771182,
1,None,3,8,742.2407978417789,
2,None,3,8,351.0286395796558,
1,None,3,9,753.5447667988772,
0,None,3,9,554.7489215808806,
2,None,3,9,360.2714073703267,
0,None,3,10,563.2419393005845,
1,None,3,10,761.1061474426771,
2,None,3,10,366.49146681677007,
1,None,3,11,766.1516796493802,
0,None,3,11,568.9175161498031,
2,None,3,11,370.66268221383496,
1,None,3,12,769.5136193919786,
0,None,3,12,572.7043624859992,
2,None,3,12,373.4535954374946,
1,None,3,13,771.7519430734255,
0,None,3,13,575.2287158265683,
2,None,3,13,375.3182318607493,
0,None,3,14,576.910633745209,
1,None,3,14,773.2415621292873,
2,None,3,14,376.56283951528036,
1,None,3,15,774.2327360171538,
0,None,3,15,578.0309763108645,
2,None,3,15,377.39308924798274,
1,None,3,16,774.8922252819052,
0,None,3,16,578.777174422027,
2,None,3,16,377.94671865353536,
2,None,3,17,378.31580353468615,
1,None,3,17,775.3310423099997,
0,None,3,17,579.2741707675926,
0,None,3,18,579.6052022190311,
1,None,3,18,775.6230507107291,
2,None,3,18,378.5618236537324,
2,None,3,1,46.01571978015625,
1,None,3,1,270.2728926207581,
0,None,3,1,90.5341269828679,
0,None,3,2,199.83443545194604,
1,None,3,2,369.28466900868625,
2,None,3,2,121.42864826885348,
0,None,3,3,300.59067053427833,
2,None,3,3,192.1555952121534,
1,None,3,3,459.51700438588773,
0,None,3,4,379.4972265705336,
1,None,3,4,528.9892146555832,
2,None,3,4,248.25122270050062,
0,None,3,5,437.06648651038284,
2,None,3,5,289.5655823077071,
1,None,3,5,578.2938472805374,
0,None,3,6,477.54692815274524,
1,None,3,6,612.146435474397,
2,None,3,6,318.8237172705913,
0,None,3,7,505.4189632151488,
1,None,3,7,635.1886753484732,
2,None,3,7,339.07890557123534,
1,None,3,8,650.7575523473147,
0,None,3,8,524.3696580619509,
2,None,3,8,352.9090461008924,
0,None,3,9,537.155160684767,
1,None,3,9,661.2202118068753,
2,None,3,9,362.2707557772635,
1,None,3,10,668.2246898300002,
0,None,3,10,545.7396044044705,
2,None,3,10,368.57282173313354,
2,None,3,11,372.80011887610146,
1,None,3,11,672.9024758373366,
0,None,3,11,551.4859520321639,
0,None,3,12,555.3252392424155,
1,None,3,12,676.0215821345008,
2,None,3,12,375.6291607572579,
0,None,3,13,557.8873727864747,
1,None,3,13,678.0993301234727,
2,None,3,13,377.5196090563693,
0,None,3,14,559.5959905643234,
1,None,3,14,679.48260734181,
2,None,3,14,378.7816348136598,
2,None,3,15,379.6236100915479,
0,None,3,15,560.7349460142424,
1,None,3,15,680.403257088982,
2,None,3,16,380.1851183024709,
1,None,3,16,681.0159185782353,
0,None,3,16,561.4939900987395,
1,None,3,17,681.4236100742705,
2,None,3,17,380.5594896120703,
0,None,3,17,561.9997860281095,
1,None,3,18,681.6949124325563,
0,None,3,18,562.3368109225597,
2,None,3,18,380.8090527462363,
2,None,3,1,45.44082968095083,
0,None,3,1,81.89898462426247,
1,None,3,1,213.01607868500892,
0,None,3,2,189.0634705100818,
2,None,3,2,121.41912039936224,
1,None,3,2,306.0213537847694,
0,None,3,3,288.7211559142571,
1,None,3,3,390.2436451908379,
2,None,3,3,192.75343105683606,
0,None,3,4,367.26979011899914,
2,None,3,4,249.37666307554946,
1,None,3,4,455.94955867604057,
1,None,3,5,502.70256335915326,
0,None,3,5,424.84392308525037,
2,None,3,5,291.10598331836684,
0,None,3,6,465.46406521369323,
2,None,3,6,320.6727919481246,
1,None,3,6,535.2360724275477,
1,None,3,7,558.5495658155487,
0,None,3,7,493.50111446773445,
2,None,3,7,341.1498894174518,
2,None,3,8,355.1360924774862,
0,None,3,8,512.5985336929548,
1,None,3,8,572.8715765386365,
0,None,3,9,525.5002726799734,
2,None,3,9,364.60595589963265,
1,None,3,9,582.5523278888595,
0,None,3,10,534.1713321781526,
2,None,3,10,370.98222209902247,
1,None,3,10,589.0514560877025,
0,None,3,11,539.9798927103307,
2,None,3,11,375.26006618086046,
1,None,3,11,593.3976491666161,
0,None,3,12,543.8628166147522,
2,None,3,12,378.12336771253405,
1,None,3,12,596.2974927863083,
0,None,3,13,546.4550703980399,
2,None,3,13,380.03695081643644,
1,None,3,13,598.2296468356467,
0,None,3,14,548.1842481747832,
2,None,3,14,381.3145562623487,
1,None,3,14,599.516015105223,
0,None,3,15,549.3371275200421,
2,None,3,15,382.16700176235116,
1,None,3,15,600.3720665114371,
0,None,3,16,550.1055482844272,
2,None,3,16,382.7355353414618,
1,None,3,16,600.9416265294276,
0,None,3,17,550.6176332134966,
2,None,3,17,383.1146148347222,
1,None,3,17,601.3205412320008,
0,None,3,18,550.9588640107689,
2,None,3,18,383.36733024289754,
1,None,3,18,601.5726221857744,
0,None,3,1,74.85694274660084,
2,None,3,1,45.05977026968978,
1,None,3,1,164.38896566481145,
0,None,3,2,180.36639298605505,
1,None,3,2,253.78057768845548,
2,None,3,2,121.55164429494793,
0,None,3,3,278.8683620957086,
1,None,3,3,332.82155775124784,
2,None,3,3,193.4461333707121,
0,None,3,4,356.7251822745701,
1,None,3,4,394.1472639473345,
2,None,3,4,250.55914672715016,
0,None,3,5,413.91458820646545,
2,None,3,5,292.67421894412536,
1,None,3,5,438.8316944525414,
0,None,3,6,454.3307557671039,
2,None,3,6,322.5277368130633,
1,None,3,6,469.5882247365861,
1,None,3,7,490.5133945525393,
0,None,3,7,482.26408604456094,
2,None,3,7,343.2106047245837,
0,None,3,8,501.31126080590843,
1,None,3,8,504.30176092301514,
2,None,3,8,357.3412400625657,
2,None,3,9,366.91100598920065,
0,None,3,9,514.1903305702209,
1,None,3,9,513.4417682733099,
1,None,3,10,519.5164902971202,
0,None,3,10,522.8524132796608,
2,None,3,10,373.35569036772773,
2,None,3,11,377.6800687774137,
1,None,3,11,523.5579612555302,
0,None,3,11,528.6584504272581,
0,None,3,12,532.5416413419049,
2,None,3,12,380.57486653820746,
1,None,3,12,526.2473696183208,
2,None,3,13,382.5096928230648,
1,None,3,13,528.0370308231,
0,None,3,13,535.1351710474656,
0,None,3,14,536.8658184529776,
1,None,3,14,529.2278888782776,
2,None,3,14,383.80158933877556,
1,None,3,15,530.0201978708211,
0,None,3,15,538.0200270733443,
2,None,3,15,384.6636306182984,
1,None,3,16,530.5473022147102,
0,None,3,16,538.7895317231502,
2,None,3,16,385.2385980310435,
1,None,3,17,530.8979623080174,
2,None,3,17,385.62198656623997,
0,None,3,17,539.3024512847229,
0,None,3,18,539.6443021309559,
1,None,3,18,531.1312435524534,
2,None,3,18,385.8775854813948,
1,None,3,1,126.2917179884764,
2,None,3,1,44.79854479487042,
0,None,3,1,69.72786788542724,
0,None,3,2,174.07073787096857,
1,None,3,2,211.41408808016774,
2,None,3,2,121.69302996776585,
0,None,3,3,271.7547441231704,
1,None,3,3,285.75910307851615,
2,None,3,3,194.01949451168915,
0,None,3,4,349.12086697753585,
1,None,3,4,343.2157929313467,
2,None,3,4,251.50668279887884,
0,None,3,5,406.03670612600035,
2,None,3,5,293.91456043338087,
1,None,3,5,384.67853120084084,
0,None,3,6,446.3072396871966,
1,None,3,6,412.5882545339942,
2,None,3,6,323.984656743284,
1,None,3,7,431.30553751780633,
2,None,3,7,344.8223749885364,
0,None,3,7,474.1659875693544,
0,None,3,8,493.1765727474001,
2,None,3,8,359.06136897128914,
1,None,3,8,443.8312019946464,
0,None,3,9,506.038736807032,
2,None,3,9,368.70589498461027,
1,None,3,9,452.2003237846871,
1,None,3,10,457.7848789166512,
0,None,3,10,514.6937707170762,
2,None,3,10,375.2016688079867,
0,None,3,11,520.4974768299194,
1,None,3,11,461.5078486550304,
2,None,3,11,379.56073148611716,
0,None,3,12,524.3804395248944,
2,None,3,12,382.4789673421967,
1,None,3,12,463.9880738463979,
1,None,3,13,465.6395565646625,
0,None,3,13,526.9745591029485,
2,None,3,13,384.4295796439043,
2,None,3,14,385.73208275424844,
0,None,3,14,528.7060152961313,
1,None,3,14,466.7388025578982,
2,None,3,15,386.6012379143664,
0,None,3,15,529.8609960711722,
1,None,3,15,467.4703047432945,
0,None,3,16,530.6311462778119,
2,None,3,16,387.1809702795357,
1,None,3,16,467.95702563056165,
0,None,3,17,531.1445697515585,
2,None,3,17,387.5675472064124,
1,None,3,17,468.2808564907796,
2,None,3,18,387.82527792829325,
0,None,3,18,531.4867979627016,
1,None,3,18,468.49630867240023,
0,None,3,1,66.18031278340932,
2,None,3,1,44.61717648131189,
1,None,3,1,98.42665439376957,
1,None,3,2,177.9547948148021,
0,None,3,2,169.8858410333377,
2,None,3,2,121.79506323029538,
2,None,3,3,194.41760852913401,
